datasetTitle,source
"proportion, 25 - 29, total, secondary",1
"proportion, 25 - 29, total, tertiary",1
"proportion, 25+, female, no education",1
"proportion, 25+, female, primary",1
"proportion, 25+, female, secondary",1
"proportion, 25+, female, tertiary",1
"proportion, 25+, male, no education",1
"proportion, 25+, male, primary",1
"proportion, 25+, male, secondary",1
"proportion, 25+, male, tertiary",1
"proportion, 25+, total, no education",1
"proportion, 25+, total, primary",1
"proportion, 25+, total, secondary",1
"proportion, 25+, total, tertiary",1
"proportion, 30 - 34, female, no education",1
"proportion, 30 - 34, female, primary",1
"proportion, 30 - 34, female, secondary",1
"proportion, 30 - 34, female, tertiary",1
"proportion, 30 - 34, male, no education",1
"proportion, 30 - 34, male, primary",1
"proportion, 30 - 34, male, secondary",1
"proportion, 30 - 34, male, tertiary",1
"proportion, 30 - 34, total, no education",1
"proportion, 30 - 34, total, primary",1
"proportion, 30 - 34, total, secondary",1
"proportion, 30 - 34, total, tertiary",1
"proportion, 35-39, female, no education",1
"proportion, 35-39, female, primary",1
"proportion, 35-39, female, secondary",1
"proportion, 35-39, female, tertiary",1
"proportion, 35-39, male, no education",1
"proportion, 35-39, male, primary",1
"proportion, 35-39, male, secondary",1
"proportion, 35-39, male, tertiary",1
"proportion, 35-39, total, no education",1
"proportion, 35-39, total, primary",1
"proportion, 35-39, total, secondary",1
"proportion, 35-39, total, tertiary",1
"proportion, 40-44, female, no education",1
"proportion, 40-44, female, primary",1
"proportion, 40-44, female, secondary",1
"proportion, 40-44, female, tertiary",1
"proportion, 40-44, male, no education",1
"proportion, 40-44, male, primary",1
"proportion, 40-44, male, secondary",1
"proportion, 40-44, male, tertiary",1
"proportion, 40-44, total, no education",1
"proportion, 40-44, total, primary",1
"proportion, 40-44, total, secondary",1
"proportion, 40-44, total, tertiary",1
"proportion, 45-49, female, no education",1
"proportion, 45-49, female, primary",1
"proportion, 45-49, female, secondary",1
"proportion, 45-49, female, tertiary",1
"proportion, 45-49, male, no education",1
"proportion, 45-49, male, primary",1
"proportion, 45-49, male, secondary",1
"proportion, 45-49, male, tertiary",1
"proportion, 45-49, total, no education",1
"proportion, 45-49, total, primary",1
"proportion, 45-49, total, secondary",1
"proportion, 45-49, total, tertiary",1
"proportion, 45-64, female, no education",1
"proportion, 45-64, female, primary",1
"proportion, 45-64, female, secondary",1
"proportion, 45-64, female, tertiary",1
"proportion, 45-64, male, no education",1
"proportion, 45-64, male, primary",1
"proportion, 45-64, male, secondary",1
"proportion, 45-64, male, tertiary",1
"proportion, 45-64, total, no education",1
"proportion, 45-64, total, primary",1
"proportion, 45-64, total, secondary",1
"proportion, 45-64, total, tertiary",1
"proportion, 50-54, female, no education",1
"proportion, 50-54, female, primary",1
"proportion, 50-54, female, secondary",1
"proportion, 50-54, female, tertiary",1
"proportion, 50-54, male, no education",1
"proportion, 50-54, male, primary",1
"proportion, 50-54, male, secondary",1
"proportion, 50-54, male, tertiary",1
"proportion, 50-54, total, no education",1
"proportion, 50-54, total, primary",1
"proportion, 50-54, total, secondary",1
"proportion, 50-54, total, tertiary",1
"proportion, 55-59, female, no education",1
"proportion, 55-59, female, primary",1
"proportion, 55-59, female, secondary",1
"proportion, 55-59, female, tertiary",1
"proportion, 55-59, male, no education",1
"proportion, 55-59, male, primary",1
"proportion, 55-59, male, secondary",1
"proportion, 55-59, male, tertiary",1
"proportion, 55-59, total, no education",1
"proportion, 55-59, total, primary",1
"proportion, 55-59, total, secondary",1
"proportion, 55-59, total, tertiary",1
"proportion, 60-64, female, no education",1
"proportion, 60-64, female, primary",1
"proportion, 60-64, female, secondary",1
"proportion, 60-64, female, tertiary",1
"proportion, 60-64, male, no education",1
"proportion, 60-64, male, primary",1
"proportion, 60-64, male, secondary",1
"proportion, 60-64, male, tertiary",1
"proportion, 60-64, total, no education",1
"proportion, 60-64, total, primary",1
"proportion, 60-64, total, secondary",1
"proportion, 60-64, total, tertiary",1
"proportion, 65+, female, no education",1
"proportion, 65+, female, primary",1
"proportion, 65+, female, secondary",1
"proportion, 65+, female, tertiary",1
"proportion, 65+, male, no education",1
"proportion, 65+, male, primary",1
"proportion, 65+, male, secondary",1
"proportion, 65+, male, tertiary",1
"proportion, 65+, total, no education",1
"proportion, 65+, total, primary",1
"proportion, 65+, total, secondary",1
"proportion, 65+, total, tertiary",1
"proportion, 65-69, female, no education",1
"proportion, 65-69, female, primary",1
"proportion, 65-69, female, secondary",1
"proportion, 65-69, female, tertiary",1
"proportion, 65-69, male, no education",1
"proportion, 65-69, male, primary",1
"proportion, 65-69, male, secondary",1
"proportion, 65-69, male, tertiary",1
"proportion, 65-69, total, no education",1
"proportion, 65-69, total, primary",1
"proportion, 65-69, total, secondary",1
"proportion, 65-69, total, tertiary",1
"proportion, 70-74, female, no education",1
"proportion, 70-74, female, primary",1
"proportion, 70-74, female, secondary",1
"proportion, 70-74, female, tertiary",1
"proportion, 70-74, male, no education",1
"proportion, 70-74, male, primary",1
"proportion, 70-74, male, secondary",1
"proportion, 70-74, male, tertiary",1
"proportion, 70-74, total, no education",1
"proportion, 70-74, total, primary",1
"proportion, 70-74, total, secondary",1
"proportion, 70-74, total, tertiary",1
"proportion, 75-79, female, no education",1
"proportion, 75-79, female, primary",1
"proportion, 75-79, female, secondary",1
"proportion, 75-79, female, tertiary",1
"proportion, 75-79, male, no education",1
"proportion, 75-79, male, primary",1
"proportion, 75-79, male, secondary",1
"proportion, 75-79, male, tertiary",1
"proportion, 75-79, total, no education",1
"proportion, 75-79, total, primary",1
"proportion, 75-79, total, secondary",1
"proportion, 75-79, total, tertiary",1
"proportion, 80+, female, no education",1
"proportion, 80+, female, primary",1
"proportion, 80+, female, secondary",1
"proportion, 80+, female, tertiary",1
"proportion, 80+, male, no education",1
"proportion, 80+, male, primary",1
"proportion, 80+, male, secondary",1
"proportion, 80+, male, tertiary",1
"proportion, 80+, total, no education",1
"proportion, 80+, total, primary",1
"proportion, 80+, total, secondary",1
"proportion, 80+, total, tertiary",1
Protecting investors (rank),1
"Protecting investors, director liability index",1
"Protecting investors, investor protection index",1
"Protecting investors, shareholder suits index",1
Provisions to non-performing loans (%),1
Public access to information index (0=lowest; 100=highest),1
"Public administration and defense, value added (constant LCU)",1
"Public administration and defense, value added (current LCU)",1
"Public administration and defense, value added (current US$)",1
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",1
"Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)",1
Public and publicly guaranteed debt service (% of GNI),1
Public credit registry coverage (% of adults),1
Public current education expenditure (% of total education expenditure),1
"Public current education expenditure, primary (% of current education expenditure)",1
"Public current education expenditure, secondary (% of current education expenditure)",1
"Public current education expenditure, tertiary (% of current education expenditure)",1
Public current expenditure on education as % of total current government expenditure,1
"Public education expenditure per student (% of p.c. GDP), all levels",1
"Public education expenditure, % of GNI",1
Public payphones,1
"Public payphones (per 1,000 people)",1
Public recurrent spending on basic education (% of public recurrent spending on total education),1
Public recurrent spending on total education (% of total public recurrent spending),1
Public spending on basic education (% of public spending on total education),1
"Public spending on education, total (% of GDP)",1
"Public spending on education, total (% of government expenditure)",1
Public spending on total education (% of total public spending),1
Pump price for diesel fuel (US$ per liter),1
Pump price for gasoline (US$ per liter),1
"Pupil-teacher ratio, primary",1
"Pupil-teacher ratio, secondary",1
Pupil-teacher ratio. Lower secondary,1
Pupil-teacher ratio. Pre-primary,1
Pupil-teacher ratio. Upper secondary,1
Pupils of the official school age. Pre-primary. Female,1
Pupils of the official school age. Pre-primary. Male,1
Pupils of the official school age. Pre-primary. Total,1
Pupils of the official school age. Primary. Female,1
Pupils of the official school age. Primary. Male,1
Pupils of the official school age. Primary. Total,1
Pupils of the official school age. Secondary. Female,1
Pupils of the official school age. Secondary. Male,1
Pupils of the official school age. Secondary. Total,1
"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",1
Quasi money (current LCU),1
Quasi-liquid liabilities (% of GDP),1
"Radio sets (per 1,000 people)",1
Rail lines (total route-km),1
"Railways, goods transported (million ton-km)",1
"Railways, passengers carried (million passenger-km)",1
"Rate of out of school children, national source (% of relevant age group)",1
Ratio of female to male labor force participation rate (%),1
Ratio of female to male primary enrollment (%),1
Ratio of female to male secondary enrollment (%),1
Ratio of female to male tertiary enrollment (%),1
Ratio of female to male wages in manufacturing (%),1
Ratio of female to male youth unemployment rate (% ages 15-24),1
Ratio of girls to boys in primary and secondary education (%),1
"Ratio of girls to boys in primary and secondary education (%), path to goal",1
Ratio of minimum wage to value added per worker,1
Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,1
"Ratio of textbooks per pupil, primary education, language",1
"Ratio of textbooks per pupil, primary education, mathematics",1
Ratio of young literate females to males (% ages 15-24),1
Real agricultural GDP growth rates (%),1
Real agricultural GDP per capita growth rate (%),1
Real deposit interest rate (%),1
Real Effective Exchange Rate,1
Real effective exchange rate index (2005 = 100),1
"Real effective exchange rate index (line rec, 2005 = 100)",1
"Real GDP per Capita (real local currency units, various base years)",1
Real interest on time deposit (%),1
Real interest rate (%),1
"Realization of national assessments (yes=1, no=0, see notes if available)",1
Recipient-executed Grants - Commitments and Disbursements,1
Refugee population by country or territory of asylum,1
Refugee population by country or territory of origin,1
Registering property (rank),1
Regulatory capital to risk-weighted assets (%),1
Regulatory Quality (estimate),1
Regulatory Quality (number of surveys/polls),1
Regulatory Quality (standard error),1
Regulatory Quality: Estimate,1
Regulatory Quality: Number of Sources,1
Regulatory Quality: Percentile Rank,1
Regulatory Quality: Standard Error,1
Remittance inflows to GDP (%),1
Renewable electricity (% in total electricity output),1
Renewable energy consumption (TJ),1
Renewable energy consumption(% in TFEC),1
Renewable energy electricity output (GWh),1
Renewable energy installed capacity (GW),1
Renewable internal freshwater resources per capita (cubic meters),1
"Renewable internal freshwater resources, total (billion cubic meters)",1
Repeaters in primary. All grades. Female,1
Repeaters in primary. All grades. Total,1
Repeaters in primary. Grade 1. Female,1
Repeaters in primary. Grade 1. Total,1
Repeaters in primary. Grade 2. Female,1
Repeaters in primary. Grade 2. Total,1
Repeaters in primary. Grade 3. Female,1
Repeaters in primary. Grade 3. Total,1
Repeaters in primary. Grade 4. Female,1
Repeaters in primary. Grade 4. Total,1
Repeaters in primary. Grade 5. Female,1
Repeaters in primary. Grade 5. Total,1
Repeaters in primary. Grade 6. Female,1
Repeaters in primary. Grade 6. Total,1
Repeaters in primary. Grade 7. Female,1
Repeaters in primary. Grade 7. Total,1
Repeaters in primary. Grade unspecified. Female,1
Repeaters in primary. Grade unspecified. Total,1
Repeaters in secondary. All grades. Female,1
Repeaters in secondary. All grades. Total,1
Repeaters in secondary. Grade 1. Female,1
Repeaters in secondary. Grade 1. Total,1
Repeaters in secondary. Grade 10. Female,1
Repeaters in secondary. Grade 10. Total,1
Repeaters in secondary. Grade 2. Female,1
Repeaters in secondary. Grade 2. Total,1
Repeaters in secondary. Grade 3. Female,1
Repeaters in secondary. Grade 3. Total,1
Repeaters in secondary. Grade 4. Female,1
Repeaters in secondary. Grade 4. Total,1
Repeaters in secondary. Grade 5. Female,1
Repeaters in secondary. Grade 5. Total,1
Repeaters in secondary. Grade 6. Female,1
Repeaters in secondary. Grade 6. Total,1
Repeaters in secondary. Grade 7. Female,1
Repeaters in secondary. Grade 7. Total,1
Repeaters in secondary. Grade 8. Female,1
Repeaters in secondary. Grade 8. Total,1
Repeaters in secondary. Grade 9. Female,1
Repeaters in secondary. Grade 9. Total,1
"Repeaters, primary, female (% of female enrollment)",1
"Repeaters, primary, male (% of male enrollment)",1
"Repeaters, primary, total (% of total enrollment)",1
"Repeaters, secondary, female (% of female enrollment)",1
"Repeaters, secondary, male (% of male enrollment)",1
"Repeaters, secondary, total (% of total enrollment)",1
Repetition rate in primary. Grade 1. Female,1
Repetition rate in primary. Grade 1. Male,1
Repetition rate in primary. Grade 1. Total,1
Repetition rate in primary. Grade 2. Female,1
Repetition rate in primary. Grade 2. Male,1
Repetition rate in primary. Grade 2. Total,1
Repetition rate in primary. Grade 3. Female,1
Repetition rate in primary. Grade 3. Male,1
Repetition rate in primary. Grade 3. Total,1
Repetition rate in primary. Grade 4. Female,1
Repetition rate in primary. Grade 4. Male,1
Repetition rate in primary. Grade 4. Total,1
Repetition rate in primary. Grade 5. Female,1
Repetition rate in primary. Grade 5. Male,1
Repetition rate in primary. Grade 5. Total,1
Repetition rate in primary. Grade 6. Female,1
Repetition rate in primary. Grade 6. Male,1
Repetition rate in primary. Grade 6. Total,1
Repetition rate in primary. Grade 7. Female,1
Repetition rate in primary. Grade 7. Male,1
Repetition rate in primary. Grade 7. Total,1
Reported clinical malaria cases (total),1
Reported malaria deaths (total),1
Research and development expenditure (% of GDP),1
Researchers in R&D (per million people),1
"Reserves and related items (BoP, current US$)",1
Residential monthly telephone subscription (current LCU),1
Residential monthly telephone subscription (current US$),1
Residential telephone connection charge (current LCU),1
Residential telephone connection charge (current US$),1
"Residual, debt stock-flow reconciliation (current US$)",1
Resolving insolvency: cost (% of estate),1
Resolving insolvency: recovery rate (cents on the dollar),1
"Retail store is main mode of deposit into account (% with an account, age 15+)",1
"Retail store is main mode of deposit into account, female (% with an account, age 15+)",1
"Retail store is main mode of deposit into account, income quintiles I (lowest) and II (% with an account, age 15+)",1
"Retail store is main mode of deposit into account, income quintiles III, IV, and V (highest) (% with an account, age 15+)",1
"Retail store is main mode of deposit into account, male (% with an account, age 15+)",1
"Retail store is main mode of deposit into account, older adults (% with an account, age 25+)",1
"Retail store is main mode of deposit into account, primary education or less (% with an account, age 15+)",1
"Retail store is main mode of deposit into account, rural (% with an account, age 15+)",1
"Retail store is main mode of deposit into account, secondary education or more (% with an account, age 15+)",1
"Retail store is main mode of deposit into account, urban (% with an account, age 15+)",1
"Retail store is main mode of deposit into account, young adults (% with an account, age 15-24)",1
"Retail store is main mode of withdrawal from account (% with an account, age 15+)",1
"Retail store is main mode of withdrawal from account, female (% with an account, age 15+)",1
"Retail store is main mode of withdrawal from account, income quintiles I (lowest) and II (% with an account, age 15+)",1
"Retail store is main mode of withdrawal from account, income quintiles III, IV, and V (highest) (% with an account, age 15+)",1
"Retail store is main mode of withdrawal from account, male (% with an account, age 15+)",1
"Retail store is main mode of withdrawal from account, older adults (% with an account, age 25+)",1
"Retail store is main mode of withdrawal from account, primary education or less (% with an account, age 15+)",1
"Retail store is main mode of withdrawal from account, rural (% with an account, age 15+)",1
"Retail store is main mode of withdrawal from account, secondary education or more (% with an account, age 15+)",1
"Retail store is main mode of withdrawal from account, urban (% with an account, age 15+)",1
"Retail store is main mode of withdrawal from account, young adults (% with an account, age 15-24)",1
Retraining or reassignment obligation before redundancy?,1
Return on assets (%),1
Return on equity (%),1
Revenue from fixed telephone service (current LCU),1
Revenue from fixed telephone service (current US$),1
Revenue from mobile communication (current LCU),1
Revenue from mobile communication (current US$),1
"Revenue, excluding grants (% of GDP)",1
"Revenue, excluding grants (current LCU)",1
"Revenue, excluding grants (current US$)",1
Revised Combined Polity Score,1
Rice production (metric tons),1
"Rice seed quantity (FAO, metric tonnes)",1
Rice yield (kg per hectare),1
"Rice, Thai, A1.Special, $/mt, constant 2000$",1
"Rice, Thai, A1.Special, $/mt, current$",1
"Rice, Thailand, 25%, $/mt, constant 2000$",1
"Rice, Thailand, 25%, $/mt, current$",1
"Rice, Thailand, 5%, $/mt, constant 2000$",1
"Rice, Thailand, 5%, $/mt, current$",1
"Rice, Vietnamese, 5%, $/mt, constant 2000$",1
"Rice, Vietnamese, 5%, $/mt, current$",1
"Risk premium on lending (lending rate minus treasury bill rate, %)",1
Road density (km of road per 100 sq. km of land area),1
Road sector diesel fuel consumption (kt of oil equivalent),1
Road sector diesel fuel consumption per capita (kg of oil equivalent),1
Road sector energy consumption (% of total energy consumption),1
Road sector energy consumption (kt of oil equivalent),1
Road sector energy consumption per capita (kg of oil equivalent),1
Road sector gasoline fuel consumption (kt of oil equivalent),1
Road sector gasoline fuel consumption per capita (kg of oil equivalent),1
"Roads, goods transported (million ton-km)",1
"Roads, passengers carried (million passenger-km)",1
"Roads, paved (% of total roads)",1
"Roads, total network (km)",1
"Royalty and license fees, payments (BoP, current US$)",1
"Royalty and license fees, receipts (BoP, current US$)",1
"Rubber, Singapore, cents/kg, constant 2000$",1
"Rubber, Singapore, cents/kg, current$",1
"Rubber, TSR20, cents/kg, constant 2000$",1
"Rubber, TSR20, cents/kg, current$",1
Rule of Law (estimate),1
Rule of Law (number off surveys/polls),1
Rule of Law (standard error),1
Rule of Law: Estimate,1
Rule of Law: Number of Sources,1
Rule of Law: Percentile Rank,1
Rule of Law: Standard Error,1
Rural population,1
Rural population (% of total population),1
Rural population density (rural population per sq. km of arable land),1
Rural population growth (annual %),1
S&P Global Equity Indices (annual % change),1
"SACMEQ in Malawi, standards 3,5,7, Mathematics (mean score)",1
"SACMEQ in Malawi, standards 3,5,7, Reading (mean score)",1
"SACMEQ in Mozambique, grade 5, Mathematics (mean score)",1
"SACMEQ in Mozambique, grade 5, Reading (mean score)",1
"SACMEQ in Zambia, grade 5, Mathematics (mean score)",1
"SACMEQ in Zambia, grade 5, Reading (mean score)",1
SACMEQ:Mean performance on the mathematics scale,1
"SACMEQ:Mean performance on the mathematics scale, female",1
"SACMEQ:Mean performance on the mathematics scale, male",1
"SACMEQ:Mean performance on the reading scale, female",1
"SACMEQ:Mean performance on the reading scale, male",1
"SACMEQ:Mean performance on the reading scale, total",1
SACMEQ:Students at the highest level of proficiency on the mathematics scale (%),1
"SACMEQ:Students at the highest level of proficiency on the mathematics scale (%), female",1
"SACMEQ:Students at the highest level of proficiency on the mathematics scale (%), male",1
SACMEQ:Students at the highest level of proficiency on the reading scale (%),1
"SACMEQ:Students at the highest level of proficiency on the reading scale (%), female",1
"SACMEQ:Students at the highest level of proficiency on the reading scale (%), male",1
SACMEQ:Students at the lowest level of proficiency on the mathematics scale (%),1
"SACMEQ:Students at the lowest level of proficiency on the mathematics scale (%), female",1
"SACMEQ:Students at the lowest level of proficiency on the mathematics scale (%), male",1
SACMEQ:Students at the lowest level of proficiency on the reading scale (%),1
"SACMEQ:Students at the lowest level of proficiency on the reading scale (%), female",1
"SACMEQ:Students at the lowest level of proficiency on the reading scale (%), male",1
Safety and Rule of Law,1
Saved any money in the past year (% age 15+),1
"Saved any money in the past year, female (% age 15+)",1
"Saved any money in the past year, income quintiles I (lowest) and II (% age 15+)",1
"Saved any money in the past year, income quintiles III, IV, and V (highest) (% age 15+)",1
"Saved any money in the past year, male (% age 15+)",1
"Saved any money in the past year, older adults (% age 25+)",1
"Saved any money in the past year, primary education or less (% age 15+)",1
"Saved any money in the past year, rural (% age 15+)",1
"Saved any money in the past year, secondary education or more (% age 15+)",1
"Saved any money in the past year, urban (% age 15+)",1
"Saved any money in the past year, young adults (% ages 15-24)",1
Saved at a financial institution in the past year (% age 15+),1
"Saved at a financial institution in the past year, female (% age 15+)",1
"Saved at a financial institution in the past year, income quintiles I (lowest) and II (% age 15+)",1
"Saved at a financial institution in the past year, income quintiles III, IV, and V (highest) (% age 15+)",1
"Saved at a financial institution in the past year, male (% age 15+)",1
"Saved at a financial institution in the past year, older adults (% age 25+)",1
"Saved at a financial institution in the past year, primary education or less (% age 15+)",1
"Saved at a financial institution in the past year, rural (% age 15+)",1
"Saved at a financial institution in the past year, secondary education or more (% age 15+)",1
"Saved at a financial institution in the past year, urban (% age 15+)",1
"Saved at a financial institution in the past year, young adults (% ages 15-24)",1
Saved for emergencies in the past year (% age 15+),1
"Saved for emergencies in the past year, female (% age 15+)",1
"Saved for emergencies in the past year, income quintiles I (lowest) and II (% age 15+)",1
"Saved for emergencies in the past year, income quintiles III, IV, and V (highest) (% age 15+)",1
"Saved for emergencies in the past year, male (% age 15+)",1
"Saved for emergencies in the past year, older adults (% age 25+)",1
"Saved for emergencies in the past year, primary education or less (% age 15+)",1
"Saved for emergencies in the past year, rural (% age 15+)",1
"Saved for emergencies in the past year, secondary education or more (% age 15+)",1
"Saved for emergencies in the past year, urban (% age 15+)",1
"Saved for emergencies in the past year, young adults (% ages 15-24)",1
Saved for future expenses in the past year (% age 15+),1
"Saved for future expenses in the past year, female (% age 15+)",1
"Saved for future expenses in the past year, income quintiles I (lowest) and II (% age 15+)",1
"Saved for future expenses in the past year, income quintiles III, IV, and V (highest) (% age 15+)",1
"Saved for future expenses in the past year, male (% age 15+)",1
"Saved for future expenses in the past year, older adults (% age 25+)",1
"Saved for future expenses in the past year, primary education or less (% age 15+)",1
"Saved for future expenses in the past year, rural (% age 15+)",1
"Saved for future expenses in the past year, secondary education or more (% age 15+)",1
"Saved for future expenses in the past year, urban (% age 15+)",1
"Saved for future expenses in the past year, young adults (% ages 15-24)",1
Saved using a savings club in the past year (% age 15+),1
"Saved using a savings club in the past year, female (% age 15+)",1
"Saved using a savings club in the past year, income quintiles I (lowest) and II (% age 15+)",1
"Saved using a savings club in the past year, income quintiles III, IV, and V (highest) (% age 15+)",1
"Saved using a savings club in the past year, male (% age 15+)",1
"Saved using a savings club in the past year, older adults (% age 25+)",1
"Saved using a savings club in the past year, primary education or less (% age 15+)",1
"Saved using a savings club in the past year, rural (% age 15+)",1
"Saved using a savings club in the past year, secondary education or more (% age 15+)",1
"Saved using a savings club in the past year, urban (% age 15+)",1
"Saved using a savings club in the past year, young adults (% ages 15-24)",1
"Sawnwood, Cameroon, $/cum, constant 2000$",1
"Sawnwood, Cameroon, $/cum, current$",1
"Sawnwood, Malaysia, $/cum, constant 2000$",1
"Sawnwood, Malaysia, $/cum, current$",1
School age population. Official entrance age. Female,1
School age population. Official entrance age. Male,1
School age population. Official entrance age. Total,1
School age population. Post-secondary. Female,1
School age population. Post-secondary. Male,1
School age population. Post-secondary. Total,1
School age population. Primary. Last Grade. Female,1
School age population. Primary. Last Grade. Male,1
School age population. Primary. Last Grade. Total,1
"School enrollment, preprimary (% gross)",1
"School enrollment, preprimary, female (% gross)",1
"School enrollment, preprimary, male (% gross)",1
"School enrollment, primary (% gross)",1
"School enrollment, primary (% net)",1
"School enrollment, primary, female (% gross)",1
"School enrollment, primary, female (% net)",1
"School enrollment, primary, male (% gross)",1
"School enrollment, primary, male (% net)",1
"School enrollment, primary, private (% of total primary)",1
"School enrollment, secondary (% gross)",1
"School enrollment, secondary (% net)",1
"School enrollment, secondary, female (% gross)",1
"School enrollment, secondary, female (% net)",1
"School enrollment, secondary, male (% gross)",1
"School enrollment, secondary, male (% net)",1
"School enrollment, secondary, private (% of total secondary)",1
"School enrollment, tertiary (% gross)",1
"School enrollment, tertiary, female (% gross)",1
"School enrollment, tertiary, male (% gross)",1
"School enrolment, preprimary, national source (% gross)",1
School life expectancy (years). Pre-primary. Female,1
School life expectancy (years). Pre-primary. Male,1
School life expectancy (years). Pre-primary. Total,1
School life expectancy (years). Primary to secondary. Female,1
School life expectancy (years). Primary to secondary. Male,1
School life expectancy (years). Primary to secondary. Total,1
School life expectancy (years). Tertiary. Female,1
School life expectancy (years). Tertiary. Male,1
School life expectancy (years). Tertiary. Total,1
School life expectancy net of repetition (years). Primary to lower secondary. Female,1
School life expectancy net of repetition (years). Primary to lower secondary. Male,1
School life expectancy net of repetition (years). Primary to lower secondary. Total,1
Scientific and technical journal articles,1
"Secondary education, duration (years)",1
"Secondary education, general pupils",1
"Secondary education, general pupils (% female)",1
"Secondary education, general pupils, female",1
"Secondary education, pupils",1
"Secondary education, pupils (% female)",1
"Secondary education, teachers",1
"Secondary education, teachers (% female)",1
"Secondary education, teachers (% trained)",1
"Secondary education, teachers (% trained), female",1
"Secondary education, teachers (% trained), male",1
"Secondary education, teachers, female",1
"Secondary education, vocational pupils",1
"Secondary education, vocational pupils (% female)",1
"Secondary education, vocational pupils, female",1
"Secondary income receipts (BoP, current US$)",1
"Secondary income, other sectors, payments (BoP, current US$)",1
Secondary school starting age (years),1
Secure Internet servers,1
Secure Internet servers (per 1 million people),1
Security costs (% of annual sales),1
Security costs (% of sales),1
"Self-employed, female (% of females employed)",1
"Self-employed, male (% of males employed)",1
"Self-employed, total (% of total employed)",1
Senior management time spent dealing with the requirements of government regulation (%),1
"Service exports (BoP, current US$)",1
"Service imports (BoP, current US$)",1
"Services Balance, BOP, constant US$, millions",1
"Services Balance, BOP, current US$, millions",1
Services firms competing against unregistered or informal firms (% of service firms),1
"Services, etc., value added (% of GDP)",1
"Services, etc., value added (annual % growth)",1
"Services, etc., value added (constant 2000 US$)",1
"Services, etc., value added (constant 2005 US$)",1
"Services, etc., value added (constant LCU)",1
"Services, etc., value added (current LCU)",1
"Services, etc., value added (current US$)",1
"Services, value added (constant LCU)",1
"Services, value added (current LCU)",1
"Services, value added (current US$)",1
"Severance pay for redundancy dismissal (for a worker with 5 years of tenure, in salary weeks)",1
"Sex ratio at birth (females per 1,000 males)",1
SF6 gas emissions (thousand metric tons of CO2 equivalent),1
Share of expenditure for tertiary education (% of total education expenditure),1
Share of primary school-age children enrolled in pre-primary education (%). Female,1
Share of primary school-age children enrolled in pre-primary education (%). Male,1
Share of primary school-age children enrolled in pre-primary education (%). Total,1
Share of public expenditure for primary education (% of public education expenditure),1
Share of public expenditure for secondary education (% of public education expenditure),1
Share of renewable capacity in total capacity (%),1
"Share of tariff lines with international peaks, all products (%)",1
"Share of tariff lines with international peaks, manufactured products (%)",1
"Share of tariff lines with international peaks, primary products (%)",1
"Share of tariff lines with specific rates, all products (%)",1
"Share of tariff lines with specific rates, manufactured products (%)",1
"Share of tariff lines with specific rates, primary products (%)",1
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),1
"Short-term debt (% of exports of goods, services and income)",1
"Short-term debt (% of exports of goods, services and primary income)",1
Short-term debt (% of total external debt),1
Short-term debt (% of total reserves),1
"Shrimp, Mexico, cents/kg, constant 2000$",1
"Shrimp, Mexico, cents/kg, current$",1
"Silver, cents/toz, constant 2000$",1
"Silver, cents/toz, current$",1
Small firms with line of credit to total small firms (%),1
SME borrowers with commercial banks (% of non-financial corporation borrowers with commercial banks),1
SME deposit accounts with commercial banks (% of deposit accounts by non-financial corporations with commercial banks),1
SME depositors with commercial banks (% of non-financial corporation depositors with commercial banks):,1
SME loan accounts with commercial banks (% of loan accounts by non-financial corporations with commercial banks),1
"Smoking prevalence, females (% of adults)",1
"Smoking prevalence, males (% of adults)",1
Social contributions (% of revenue),1
Social contributions (current LCU),1
Social Security expenditure on health (% government expenditure on health),1
Solar energy consumption (% in TFEC),1
Solar energy consumption (TJ),1
Sorghum production (metric tons),1
"Sorghum seed quantity (FAO, metric tonnes)",1
Sorghum yield (kg per hectare),1
"Sorghum, $/mt, constant 2000$",1
"Sorghum, $/mt, current$",1
"Sovereign Bond Interest Rate Spreads, basis points over US Treasuries",1
"Soybean meal, $/mt, constant 2000$",1
"Soybean meal, $/mt, current$",1
"Soybean oil, $/mt, constant 2000$",1
"Soybean oil, $/mt, current$",1
"Soybeans, $/mt, constant 2000$",1
"Soybeans, $/mt, current$",1
"Spending on teaching materials, primary (% of primary expenditure)",1
"Spending on teaching materials, secondary (% of secondary expenditure)",1
Start-up procedures to register a business (number),1
Starting a business (rank),1
Starting age of compulsory education,1
Starting month of the academic year (Questionnaire A),1
Starting year of current Education Sector Plan period (year=full period in notes),1
Starting year of the academic year (Questionnaire A),1
State institutions with adequately established/differentiated power structure index (1=lowest; 10=highest),1
Status under enhanced HIPC initiative,1
"Steel cr coilsheet, $/mt, constant 2000$",1
"Steel cr coilsheet, $/mt, current$",1
"Steel hr coilsheet, $/mt, constant 2000$",1
"Steel hr coilsheet, $/mt, current$",1
"Steel wire rod, $/mt, constant 2000$",1
"Steel wire rod, $/mt, current$",1
"Steel, rebar, $/mt, constant 2000$",1
"Steel, rebar, $/mt, current$",1
Stock market capitalization to GDP (%),1
